arrival_times,severity_levels,start_times,departure_times,waiting_times
130.49012006078223,3,132.909760542248,325.6901617754264,2.4196404814657626
130.83235013025416,2,218.27518644816405,233.2630439734486,87.4428363179099
130.84381980205802,2,221.66535640250208,1190.7030677478297,90.82153660044406
131.8117691886145,2,223.06483248881986,340.2527059194018,91.25306330020535
132.29355594978807,3,137.34411622612052,463.079072898141,5.0505602763324475
132.909760542248,2,224.65430852456973,236.31889306371642,91.74454798232173
133.31914772664703,1,249.270523715986,349.0723340915379,115.95137598933897
133.55404081314612,3,139.84886871659575,224.6658904866905,6.2948279034496295
134.19416400926232,3,143.461172117711,965.454520569898,9.267008108448664
134.4172127719738,3,147.94644495050042,230.5984230884004,13.529232178526627
134.6846016852876,3,150.9592891933787,227.1246439245524,16.27468750809112
134.93586311928524,2,225.16072513387135,231.41609456596026,90.22486201458611
136.20030396408907,2,225.16072513387135,332.4767384075093,88.96042116978228
137.34411622612052,3,150.9592891933787,450.4951665168037,13.61517296725819
137.39785712424515,3,153.2893845985195,177.75748306301583,15.89152747427434
137.64702726251713,1,272.7339924136341,380.3021791527169,135.08696515111697
137.75071149564218,1,273.71309732721375,317.1891921483545,135.96238583157157
137.90634183297905,2,229.21990810311004,354.0703940746663,91.31356627013099
138.26914625274406,3,154.02691778086896,363.25224762439785,15.757771528124891
138.89681318987695,3,155.8909722221133,340.24632468108496,16.994159032236354
139.54797078554265,1,292.4015713171038,351.4533402310308,152.85360053156114
139.58069238765808,2,231.45158928282746,259.793694418668,91.87089689516938
139.84886871659575,2,233.8597440425573,267.5949985256064,94.01087532596156
139.85203375288344,3,157.9991216364675,870.420879823078,18.14708788358405
141.24494487094984,3,158.68626078016047,1210.2144761154473,17.44131590921063
141.49531607361521,3,169.44007803298513,337.668865524035,27.944761959369913
142.31881055290802,2,236.16324404338275,289.2061134797506,93.84443349047473
143.461172117711,2,237.4399033735926,410.9542119094614,93.97873125588163
146.06164879876258,2,239.03660624256338,327.3188536005807,92.9749574438008
147.94644495050042,1,308.41318310593397,310.26460181468457,160.46673815543355
150.9592891933787,3,169.44007803298513,230.56217522080897,18.48078883960642
153.2893845985195,3,171.120255354789,624.2462289018854,17.83087075626952
153.61070068174013,3,171.120255354789,558.3541769891018,17.509554673048882
154.02691778086896,3,171.120255354789,181.00940419318744,17.093337573920053
154.08275016090008,2,250.23475170749737,292.4015713171038,96.15200154659729
154.417700550212,3,174.41781779195,269.0119862142852,20.000117241737996
